first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Nico,Chadwick,Male,97,24/5/1953,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833
Joline,Skipperbottom,Female,59,27/6/1972,Desktop Support Technician,n/a,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83
Ivy,Farr,Female,56,3/7/1973,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.82875
Dallas,Lavalde,Female,18,19/12/1998,Product Engineer,n/a,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.82875
Amabel,,Female,71,14/9/1981,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.82875
Hilario,McCulloch,Male,61,10/1/1986,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.82875
Jim,Haddrell,Male,55,8/4/1955,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.82875
Jacobo,Mucklow,Male,62,4/12/1952,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.82875
Gretel,Paschke,Female,10,29/5/1956,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.825
Jethro,Mertel,Male,16,10/12/1978,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.825
Dwain,Hatch,Male,62,16/11/1994,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.825
Lucretia,D'Agostini,Female,41,14/12/1978,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.825
Claude,Bowstead,Female,37,29/11/1997,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.825
Donn,MacGregor,Male,80,22/4/1965,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.825
Laurel,Devennie,Female,78,25/9/1976,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.825
Elvira,Darthe,Female,10,8/4/1975,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.825
Angie,Tansley,Male,68,30/11/1950,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245
Terrence,Dalligan,Male,60,19/2/1998,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245
Katy,Crooke,Female,0,30/6/1977,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234375
Sammy,Borsi,Female,99,27/4/1972,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234375
Morganica,Ainsbury,Female,37,6/1/1973,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234375
Nils,Champion,Male,69,6/7/1984,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82
Beverlee,Querree,Female,42,21/4/1991,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82
Cami,Eitter,Female,34,3/1/1979,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125
Reiko,Degenhardt,Female,83,16/1/1976,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816
Cord,Dunsmore,Male,12,21/4/1999,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816
Gabey,Kennicott,Female,55,14/5/1958,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816
Jacqui,Devey,Female,79,1/10/1995,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125
Byrom,Ramas,Male,23,2/11/1993,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125
Worthington,Ahmed,Male,79,24/3/1972,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125
Chico,Dye,Male,46,4/2/1994,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125
Davidde,Cockroft,Male,70,21/4/1947,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125
Charlie,Dmych,Male,60,31/3/1950,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125
Donn,Chaney,Male,15,29/1/1951,Research Assistant II,n/a,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625
Kamila,Parsonage,Female,80,8/3/1954,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81
Barth,Sapshed,Male,4,16/6/1994,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075
Padriac,Collacombe,Male,67,7/4/1967,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.8075
Olive,Mozzi,Female,87,6/7/1955,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.8075
Benedict,Rosas,Male,73,25/11/1955,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.8075
Virginia,De Antoni,Female,17,14/3/1964,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.8075
Nicolas,O'Donnell,Male,40,25/9/1986,Internal Auditor,n/a,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8
Oswald,MacCarlich,Male,81,24/11/1991,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8
Ailyn,Howgate,Female,66,27/9/2001,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8
Karol,Salthouse,Female,53,29/7/1968,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8
Esdras,Birchett,Male,81,9/12/1950,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8
Wilfrid,Gertray,Male,1,23/8/1942,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8
Charmain,Styles,Female,49,25/2/1965,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.799
Harlene,Nono,U,69,,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,575,0.796875
Kirsteni,Gritskov,Female,66,12/5/1998,,n/a,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.796875
Bobby,Summersby,Male,90,27/10/1943,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.796875
Shepherd,Dutchburn,Male,33,12/8/1976,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.796875
Berenice,Kaesmakers,Female,64,15/10/1994,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.796875
Jesse,Crosio,Male,75,15/4/1994,Data Coordiator,n/a,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875
Cordi,Thornton,Female,47,4/1/1973,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875
Debbie,Tillman,Female,3,6/7/1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79
Judie,Pirkis,Female,2,18/7/1995,Recruiter,n/a,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875
Flin,Yoskowitz,Male,9,17/12/1995,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875
Noel,Sturch,Female,26,28/10/1951,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875
Letizia,Poore,Female,27,30/8/1938,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875
Raynard,,Male,32,13/4/1996,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625
Kiley,Grunder,Male,95,17/4/1994,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625
Ethelred,Sissel,Male,83,25/12/1974,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625
Dena,Pabst,Female,39,20/4/1987,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.78359375
Wyndham,Woolford,Male,1,22/10/1979,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782
Rochette,Haddacks,Female,44,10/5/1996,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782
Jamal,Dudgeon,Male,83,9/2/1965,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782
Levin,Coxen,Male,13,22/10/1955,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125
Marinna,Kauschke,Female,21,15/3/1973,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625
Kyle,Michie,Female,6,19/7/1958,Nurse Practicioner,n/a,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625
Lanie,Cobbold,Male,57,31/12/1978,Senior Sales Associate,n/a,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625
Gilbert,O'Fallone,Male,29,7/11/1994,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625
Gerianne,Kaysor,U,15,,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,599,0.775
Esther,McOnie,Female,59,26/5/1939,Legal Assistant,n/a,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775
Chaim,Kingdon,Male,63,21/1/1996,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775
Anson,Dearnaly,Male,68,29/6/1997,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735
Caitrin,Critten,Female,45,29/1/1973,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125
Garreth,Minett,Male,93,23/5/1961,Physical Therapy Assistant,n/a,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765
Rozamond,Sommer,Female,27,19/9/1966,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765
Annabell,Downer,Female,33,25/11/1955,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.765
Maximilian,Geffen,Male,96,13/7/1955,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.765
Ajay,Worham,Female,80,30/9/1979,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.765
Jamison,Cashin,Male,70,19/5/1970,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625
Dorian,Emery,Female,94,24/8/1998,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625
Nicol,Swinford,Male,65,7/12/1976,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625
Agna,Cowpe,Female,88,5/3/1969,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.75703125
Nev,Prosh,Male,29,8/5/1950,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.75703125
Lucius,Hatchell,Male,37,19/3/1951,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.75703125
Francisca,Pottage,Female,63,10/6/1957,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565
Farlie,Brookz,Male,62,31/7/1963,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565
Mariette,,Female,47,5/7/1956,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.754375
Beverlee,Ungerechts,Female,49,3/10/1973,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.754375
Nanni,Girodias,Female,61,8/1/1959,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.754375
Delcina,Hursey,Female,22,26/12/1968,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75
Lek,Pimblett,Male,88,29/9/1955,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75
Kellyann,Adshad,Female,62,7/6/1940,,n/a,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75
Ewell,Paulusch,Male,31,15/1/1998,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75
Madison,Lars,Male,11,19/1/1967,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75
Ardis,Taree,Female,97,12/4/1960,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748
Wheeler,Godsil,Male,51,20/9/1993,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375
Marissa,O'Scandall,Female,17,13/7/1973,,n/a,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375
Terrel,Keynd,Male,30,20/4/1961,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375
Augie,Swallwell,Male,42,22/8/1939,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375
Dillon,Bannister,Male,7,24/12/1945,Tax Accountant,n/a,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375
Osbourn,Gherardini,Male,43,1/5/1987,,n/a,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375
Lissa,Gawn,Female,86,21/9/1962,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74
Leisha,McConway,Female,3,31/10/1975,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74
Kearney,Cuddehy,Male,88,18/5/1997,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7395
Shellysheldon,Bichard,Male,96,6/1/1954,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7395
Reinhard,Oscroft,Male,23,18/3/1950,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7395
Menard,Venmore,Male,97,4/4/1978,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7375
Andree,Breeds,Female,31,19/10/1954,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7375
Kata,Harrop,Female,70,4/5/1950,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7375
Pierrette,Gummie,Female,18,4/8/1966,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7375
Nady,Withinshaw,Female,96,17/2/1968,Database Administrator III,n/a,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.734375
Demott,Mullaly,Male,42,15/12/1982,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.733125
Wendye,Kleinplatz,Female,48,28/5/1996,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731
Irvin,Bevans,Male,82,12/7/1962,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875
Madella,Marquiss,Female,51,8/10/1976,VP Marketing,n/a,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875
Austine,Speedy,Female,38,23/5/1940,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73
Wolf,Craft,Male,93,19/7/1995,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73
Aldin,Newsome,Male,24,6/7/1981,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725
Sindee,Jasik,Female,18,21/10/1942,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725
Truman,Arlett,Male,58,25/6/1958,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725
Gordon,Rewan,Male,42,7/1/1988,Chief Design Engineer,n/a,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225
Israel,Brough,Male,29,29/10/1976,,n/a,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225
Leticia,Hovenden,Female,98,3/4/1997,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.71875
Caritta,Compston,Female,86,25/4/1958,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.71875
Annabelle,Hanwell,Female,11,28/11/1951,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875
Darryl,Hovee,Female,2,28/4/1944,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875
Orly,Nesbitt,Female,6,25/3/1985,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714
Margette,Gibard,Female,34,6/7/1942,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7125
Nicol,Bertot,Female,25,11/9/1977,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7125
Nobe,Trowsdale,Male,12,12/7/1968,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7125
Stephen,Tittershill,Male,73,21/12/1991,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7125
Giselbert,Pickring,Male,94,28/7/1959,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875
Shane,Diss,Female,50,29/10/1980,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875
Lisette,Davers,Female,59,26/10/1940,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875
Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.711875
Kippar,Whyatt,Male,13,21/1/1960,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
Xenia,Maleck,Female,41,14/2/1960,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
Essie,Withur,Female,42,26/2/1941,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7055
Cecil,Gant,Male,52,16/7/1976,,n/a,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7055
Lillis,Eshmade,Female,50,12/10/1974,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7055
Ted,Izacenko,Male,3,1/8/1959,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7055
Nixie,Shoesmith,Female,45,4/12/1956,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.70390625
Briana,Trill,Female,5,18/3/1944,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.70390625
Cobbie,Bruyett,Male,20,19/3/1956,Associate Professor,n/a,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125
Wrennie,Dwelly,Female,23,11/3/1940,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125
Sibylla,Kibble,Female,73,5/8/1962,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125
Kariotta,Naper,Female,8,7/4/1952,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125
Wylie,Huntingdon,Male,99,11/8/1966,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125
Lizbeth,Garvan,Female,36,6/9/1996,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125
Averil,Ackery,Male,93,9/9/1970,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125
Myrtie,Ostrich,Female,70,18/6/1996,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125
Ross,Vidgen,Male,17,28/12/1947,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7
Sibby,Skinner,Female,25,5/5/1981,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7
Selle,Casper,Female,98,27/3/1978,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
Andrew,Froment,Male,58,19/7/1977,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
Maurizia,Ritmeyer,Female,95,9/4/1980,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
Keenan,Moriarty,Male,67,23/12/1994,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
Davide,Senten,Male,22,23/2/1941,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
Renie,Fiveash,Female,92,10/10/1992,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
Willard,Booton,Male,69,2/9/1938,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
Debby,Balmadier,Female,53,24/6/1992,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.690625
Rockie,MacKibbon,Male,42,20/4/1978,,n/a,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.690625
Harvey,Dwelley,Male,70,30/8/1973,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.690625
Patrice,Pariss,Male,96,15/6/1954,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.690625
Arman,Yakubov,Male,68,7/10/1977,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.690625
Gardiner,Gypps,Male,91,1/6/1991,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.690625
Cathleen,Le Teve,Female,75,6/11/1950,Recruiting Manager,n/a,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.690625
Thaddus,Joder,Male,31,10/12/1957,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
Josepha,Clamp,Female,12,3/11/1961,Marketing Manager,n/a,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69
Jillane,Simion,Female,8,3/7/1974,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875
Lynnell,Shoesmith,Female,44,29/1/1981,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875
Mandie,MacAdie,Female,39,25/12/1974,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875
Ferdinand,Billie,Male,97,4/9/1965,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875
